Date&Time,Cloudfactor,Windspeed,powerProduction_WindTurbinePowerPlant@16/7_Bus0,powerProductionOptimal_WindTurbinePowerPlant@16/7_Bus0,powerProduction_WindTurbinePowerPlant@24/7_Bus0,powerProductionOptimal_WindTurbinePowerPlant@24/7_Bus0,powerProduction_SolarPowerPlant@12/5_Bus0,powerProductionOptimal_SolarPowerPlant@12/5_Bus0,powerProduction_SolarPowerPlant@20/7_Bus0,powerProductionOptimal_SolarPowerPlant@20/7_Bus0,Column1
2017.09.25   20.00,0.261,1.344,2.8026,400,2.9122,500,140.1919,250,192.7073,300,
2017.09.25   21.00,0.453,1.431,3.637,400,3.8162,500,78.5275,250,114.1306,300,
2017.09.25   22.00,0.289,1.069,1.2296,400,1.2391,500,28.9834,250,51.757,300,
2017.09.25   23.00,0.497,1.535,4.9665,400,5.272,500,0.0011,250,0.0001,300,
2017.09.26   00.00,0.381,1.316,2.5771,400,2.6696,500,0,250,0,300,
2017.09.26   01.00,0.578,1.792,10.7255,400,11.7163,500,0,250,0,300,
2017.09.26   02.00,0.779,1.58,5.6833,400,6.0632,500,0,250,0,300,
2017.09.26   03.00,1,1.53,4.8927,400,5.1907,500,0,250,0,300,
2017.09.26   04.00,1,2.207,37.1829,400,42.543,500,0,250,0,300,
2017.09.26   05.00,1,2.898,294.6829,400,364.1854,500,0,250,0,300,
2017.09.26   06.00,0.698,1.703,8.2153,400,8.8856,500,0,250,0,300,
2017.09.26   07.00,0.556,2.079,25.3403,400,28.5821,500,0,250,0,300,
2017.09.26   08.00,0.751,2.033,22.0782,400,24.7753,500,0,250,0,300,
2017.09.26   09.00,0.984,2.694,159.9355,400,193.2091,500,0,250,0,300,
2017.09.26   10.00,0.977,1.324,2.6396,400,2.7367,500,0.0004,250,0.0003,300,
2017.09.26   11.00,1,1.444,3.7814,400,3.9735,500,0,250,0,300,
2017.09.26   12.00,1,1.185,1.7406,400,1.7769,500,0,250,0,300,
2017.09.26   13.00,1,0.514,0,400,0,500,0,250,0,300,
2017.09.26   14.00,0.797,1.777,10.2542,400,11.1828,500,43.9369,250,59.1788,300,
2017.09.26   15.00,0.71,1.91,15.2735,400,16.9056,500,66.0576,250,87.8701,300,
2017.09.26   16.00,0.568,2.139,30.3301,400,34.44,500,100.476,250,132.9425,300,
2017.09.26   17.00,0.645,2.397,65.696,400,76.7769,500,82.362,250,108.9643,300,
2017.09.26   18.00,0.526,1.602,6.0704,400,6.4922,500,107.0842,250,142.399,300,
2017.09.26   19.00,0.472,1.79,10.6614,400,11.6438,500,112.3456,250,151.2361,300,
2017.09.26   20.00,0.394,1.848,12.6845,400,13.9432,500,114.1763,250,157.6718,300,
2017.09.26   21.00,0.52,0.585,0,400,0,500,67.7859,250,99.6017,300,
2017.09.26   22.00,0.371,1.833,12.1271,400,13.3083,500,22.724,250,43.7641,300,
2017.09.26   23.00,0.381,2.323,52.6336,400,61.0055,500,0.0009,250,0.0001,300,
2017.09.27   00.00,0.211,2.227,39.4788,400,45.2708,500,0,250,0,300,
2017.09.27   01.00,0.349,2.9,296.4538,400,366.4557,500,0,250,0,300,
2017.09.27   02.00,0.275,2.039,22.4786,400,25.2415,500,0,250,0,300,
2017.09.27   03.00,0.275,1.172,1.6741,400,1.7065,500,0,250,0,300,
2017.09.27   04.00,0.167,2.188,35.1256,400,40.1041,500,0,250,0,300,
2017.09.27   05.00,0.36,2.034,22.1445,400,24.8524,500,0,250,0,300,
2017.09.27   06.00,0.16,1.221,1.9388,400,1.9872,500,0,250,0,300,
2017.09.27   07.00,0.191,1.995,19.7027,400,22.016,500,0,250,0,300,
2017.09.27   08.00,0,1.603,6.0887,400,6.5124,500,0,250,0,300,
2017.09.27   09.00,0.204,2.227,39.4788,400,45.2708,500,0,250,0,300,
2017.09.27   10.00,0.222,1.144,1.5394,400,1.5643,500,0.0113,250,0.0101,300,
2017.09.27   11.00,0.294,2.237,40.6794,400,46.6996,500,45.1544,250,89.7693,300,
2017.09.27   12.00,0.372,2.77,200.8275,400,244.6744,500,96.4067,250,142.7588,300,
2017.09.27   13.00,0.434,2.521,95.2504,400,112.8669,500,109.977,250,152.561,300,
2017.09.27   14.00,0.469,1.802,11.0516,400,12.0861,500,114.5804,250,154.7148,300,
2017.09.27   15.00,0.298,2.62,128.1352,400,153.5203,500,159.5044,250,212.5939,300,
2017.09.27   16.00,0.158,2.566,108.9966,400,129.8056,500,195.3693,250,258.9651,300,
2017.09.27   17.00,0.262,1.333,2.7117,400,2.8144,500,170.7852,250,226.367,300,
2017.09.27   18.00,0.276,2.166,32.8852,400,37.4541,500,163.0648,250,217.3089,300,
2017.09.27   19.00,0.23,2.911,306.3856,400,379.1978,500,163.1508,250,220.2642,300,
2017.09.27   20.00,0.074,2.999,398.8035,400,498.4488,500,173.2444,250,240.3843,300,
2017.09.27   21.00,0,1.349,2.8449,400,2.9578,500,138.821,250,206.3442,300,
2017.09.27   22.00,0,1.112,1.3987,400,1.4163,500,31.5754,250,66.3405,300,
2017.09.27   23.00,0,2.237,40.6794,400,46.6996,500,0.001,250,0.0001,300,
2017.09.28   00.00,0.191,2.943,337.2107,400,418.8412,500,0,250,0,300,
2017.09.28   01.00,0.144,1.49,4.3402,400,4.584,500,0,250,0,300,
2017.09.28   02.00,0.364,2.863,265.3499,400,326.6559,500,0,250,0,300,
2017.09.28   03.00,0.601,1.834,12.1635,400,13.3497,500,0,250,0,300,
2017.09.28   04.00,0.657,2.008,20.4851,400,22.9235,500,0,250,0,300,
2017.09.28   05.00,0.413,1.405,3.3645,400,3.52,500,0,250,0,300,
2017.09.28   06.00,0.437,1.15,1.5673,400,1.5938,500,0,250,0,300,
2017.09.28   07.00,0.49,2.311,50.7751,400,58.7726,500,0,250,0,300,
2017.09.28   08.00,0.585,1.351,2.862,400,2.9763,500,0,250,0,300,
2017.09.28   09.00,0.535,1.896,14.6461,400,16.186,500,0,250,0,300,
2017.09.28   10.00,0.36,0.947,0,400,0,500,0.0072,250,0.0079,300,
2017.09.28   11.00,0.441,1.408,3.3949,400,3.553,500,34.0922,250,70.7934,300,
2017.09.28   12.00,0.265,3.551,400,400,500,500,111.781,250,166.9031,300,
2017.09.28   13.00,0.251,2.58,113.6652,400,135.5771,500,144.8746,250,201.7534,300,
2017.09.28   14.00,0.313,1.196,1.7989,400,1.8387,500,147.7842,250,200.0567,300,
2017.09.28   15.00,0.474,2.17,33.2817,400,37.9225,500,119.2095,250,159.2074,300,
2017.09.28   16.00,0.721,1.823,11.7692,400,12.9011,500,64.5795,250,85.7583,300,
2017.09.28   17.00,0.97,1.196,1.7989,400,1.8387,500,6.9245,250,9.1954,300,
2017.09.28   18.00,0.738,2.385,63.3763,400,73.9668,500,58.8264,250,78.5677,300,
2017.09.28   19.00,0.893,2.802,221.0325,400,270.2539,500,22.5746,250,30.5675,300,
2017.09.28   20.00,0.8,1.908,15.1822,400,16.8009,500,37.1484,250,51.7994,300,
2017.09.28   21.00,0.649,1.584,5.7518,400,6.139,500,47.8624,250,72.015,300,
2017.09.28   22.00,0.683,2.105,27.3929,400,30.9871,500,8.6113,250,19.9999,300,
2017.09.28   23.00,0.834,1.294,2.4127,400,2.4932,500,0.0001,250,0,300,
2017.09.29   00.00,0.979,1.884,14.129,400,15.5935,500,0,250,0,300,
2017.09.29   01.00,0.946,2.362,59.1566,400,68.865,500,0,250,0,300,
2017.09.29   02.00,0.857,1.645,6.905,400,7.4202,500,0,250,0,300,
2017.09.29   03.00,1,3.127,400,400,500,500,0,250,0,300,
2017.09.29   04.00,0.83,1.033,1.1039,400,1.108,500,0,250,0,300,
2017.09.29   05.00,1,1.218,1.9214,400,1.9687,500,0,250,0,300,
2017.09.29   06.00,0.839,0.449,0,400,0,500,0,250,0,300,
2017.09.29   07.00,0.967,1.441,3.7476,400,3.9366,500,0,250,0,300,
2017.09.29   08.00,0.896,2.426,71.6587,400,84.0167,500,0,250,0,300,
2017.09.29   09.00,0.832,1.468,4.0633,400,4.2811,500,0,250,0,300,
2017.09.29   10.00,1,1.217,1.9157,400,1.9626,500,0,250,0,300,
2017.09.29   11.00,0.866,1.808,11.2521,400,12.3136,500,7.7684,250,16.8997,300,
2017.09.29   12.00,0.703,1.073,1.2444,400,1.2546,500,44.7346,250,67.3673,300,
2017.09.29   13.00,0.915,1.505,4.5396,400,4.8027,500,16.3647,250,22.8802,300,
2017.09.29   14.00,0.718,0.844,0,400,0,500,60.4711,250,82.0722,300,
2017.09.29   15.00,0.838,1.26,2.1791,400,2.2432,500,36.6191,250,49.006,300,
2017.09.29   16.00,0.694,2.082,25.569,400,28.8498,500,70.6542,250,94.0005,300,
2017.09.29   17.00,0.661,2.202,36.6301,400,41.8872,500,78.0409,250,103.8341,300,
2017.09.29   18.00,0.74,3.16,400,400,500,500,58.1925,250,77.8956,300,
2017.09.29   19.00,0.817,1.656,7.1363,400,7.6783,500,38.4401,250,52.2087,300,
2017.09.29   20.00,0.8,2.223,39.0085,400,44.7116,500,36.8739,250,51.6787,300,
2017.09.29   21.00,0.978,0.778,0,400,0,500,2.9444,250,4.4876,300,
2017.09.29   22.00,0.918,1.434,3.6698,400,3.8519,500,1.8827,250,4.9066,300,
2017.09.29   23.00,0.865,1.505,4.5396,400,4.8027,500,0.0001,250,0,300,
2017.09.30   00.00,1,2.294,48.2539,400,55.7486,500,0,250,0,300,
2017.09.30   01.00,0.815,2.363,59.334,400,69.0793,500,0,250,0,300,
2017.09.30   02.00,0.566,1.432,3.6479,400,3.8281,500,0,250,0,300,
2017.09.30   03.00,0.737,2.154,31.7241,400,36.0833,500,0,250,0,300,
2017.09.30   04.00,0.691,2.419,70.1716,400,82.209,500,0,250,0,300,
2017.09.30   05.00,0.75,1.173,1.6791,400,1.7118,500,0,250,0,300,
2017.09.30   06.00,0.532,1.253,2.1338,400,2.1949,500,0,250,0,300,
2017.09.30   07.00,0.292,3.192,400,400,500,500,0,250,0,300,
2017.09.30   08.00,0.194,1.109,1.3862,400,1.4031,500,0,250,0,300,
2017.09.30   09.00,0.242,1.639,6.782,400,7.2832,500,0,250,0,300,
2017.09.30   10.00,0.009,2.875,275.0624,400,339.0661,500,0.0068,250,0.0112,300,
2017.09.30   11.00,0.118,0.981,0,400,0,500,48.4379,250,110.7558,300,
2017.09.30   12.00,0,1.839,12.3471,400,13.5587,500,149.1285,250,226.5633,300,
2017.09.30   13.00,0.169,1.638,6.7617,400,7.2606,500,159.2283,250,223.5275,300,
2017.09.30   14.00,0.345,0.963,0,400,0,500,140.0037,250,190.5158,300,
2017.09.30   15.00,0.573,2.765,197.8418,400,240.9024,500,96.2647,250,129.0959,300,
2017.09.30   16.00,0.737,1.771,10.0715,400,10.9762,500,60.573,250,80.7411,300,
2017.09.30   17.00,0.501,1.885,14.1714,400,15.6421,500,114.5661,250,152.7296,300,
2017.09.30   18.00,0.543,1.357,2.9139,400,3.0323,500,101.9547,250,136.7875,300,
2017.09.30   19.00,0.516,1.198,1.8097,400,1.8501,500,101.2131,250,137.8937,300,
2017.09.30   20.00,0.526,1.128,1.4673,400,1.4885,500,86.7279,250,122.1892,300,
2017.09.30   21.00,0.589,2.561,107.3762,400,127.8045,500,53.9438,250,83.3441,300,
2017.09.30   22.00,0.354,2.268,44.6381,400,51.4218,500,12.2903,250,36.5536,300,
2017.09.30   23.00,0.546,1.825,11.84,400,12.9815,500,0.0002,250,0,300,
